,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday,Type,Size,Weekly_Sales,markdown,Dep_type,Week
153179,71.81,4.031000000000001,129.0490323,11.081,0,3,206302,67887.39,0,3,22
153180,82.33,3.8110000000000004,186.2177885,8.625,0,3,200898,59415.57,0,3,29
153185,82.2,2.608,209.99586630000002,8.36,0,3,184109,96970.27,0,5,29
153210,32.46,2.781,191.14301890000002,6.986000000000001,0,2,57197,91830.52,0,3,51
153216,68.74,3.738,209.0225562,7.274,1,3,203742,177797.45,0,5,36
153221,54.26,2.9819999999999998,181.6612792,8.899,0,3,200898,160842.49,0,5,19
153228,70.83,2.701,126.1360645,7.896,0,3,205863,55355.78,0,5,22
153234,90.11,3.554,215.3229307,7.852,0,3,203750,54846.26,0,5,33
153241,22.91,3.568,136.95983869999998,4.377,0,3,155083,59508.63,1,5,4
153265,75.8,3.467,216.3758246,7.962000000000001,0,3,151315,71469.16,0,5,38
153275,75.81,3.5610000000000004,142.25482140000003,7.752999999999999,0,2,119557,59336.5,1,5,28
153277,31.05,2.909,131.637,8.326,0,3,203819,112987.25,0,5,7
153280,41.76,3.625,184.99436790000001,8.549,0,3,200898,107672.31,0,5,12
153282,72.95,2.69,190.09900280000002,9.017000000000001,0,3,203007,55130.37,0,5,31
153293,66.83,3.845,220.9991248,7.057,0,3,202307,140443.14,1,5,13
153294,59.15,3.125,126.87948390000001,9.003,0,1,39690,53518.22,0,5,50
153295,50.58,3.702,130.3496774,11.081,0,2,112238,50934.92,1,5,5
153335,57.36,3.045,213.2478853,7.742000000000001,0,3,151315,75949.49,0,5,7
153347,84.91,3.5460000000000003,219.21353050000002,7.567,1,3,207499,59267.47,0,3,36
153349,34.19,3.4930000000000003,130.4546207,4.607,0,3,205863,135328.02,1,3,7
153376,50.81,2.843,210.2372494,8.476,0,3,184109,55850.14,0,5,49
153383,30.55,3.2289999999999996,182.9193368,8.549,0,3,200898,173771.66,0,5,3
153390,60.45,3.2880000000000003,215.3584231,6.858,0,3,202505,97438.9,0,5,9
153395,67.03,3.989,139.00283330000002,7.725,0,3,204184,80853.06,0,5,24
153422,64.8,3.842,131.12666670000002,5.965,0,3,219622,51331.78,1,5,17
153436,75.5,2.715,204.75835659999998,7.527,0,3,203742,76373.11,0,5,35
153447,82.82,2.9410000000000003,126.1360645,9.524,0,2,126512,85914.55,0,4,22
153449,70.82,3.7030000000000003,208.9625161,7.274,0,3,203742,88257.35,0,3,35
153472,45.61,3.6039999999999996,136.4884516,8.471,0,2,120653,59981.37,0,5,43
153488,30.51,3.14,182.517732,8.724,0,2,118221,57536.5,0,4,50
153492,40.19,3.389,212.2360401,7.082000000000001,0,3,203742,215373.51,1,3,51
153494,76.04,3.5669999999999997,214.73313509999997,7.28,0,3,203742,54788.95,1,3,29
153510,44.42,3.72,138.0638929,8.252,0,2,119557,52156.33,0,5,14
153526,46.5,2.935,132.0644333,5.435,0,3,155083,76262.61,0,5,17
153542,54.62,3.778,129.0623548,7.193,0,3,219622,70677.1,0,5,21
153569,60.46,3.556,198.0967341,7.872000000000001,0,2,70713,49606.26,1,4,35
153575,58.93,3.361,129.78216129999998,10.148,0,3,158114,72514.64,0,5,42
153597,47.76,3.9189999999999996,138.2475036,8.252,0,2,119557,86365.58,0,5,16
153599,55.33,3.162,126.66926670000001,9.003,1,2,126512,66687.71,0,2,47
153603,59.17,3.555,222.2392726,6.132000000000001,0,3,202505,48995.52,1,5,8
153610,41.16,3.022,211.69850930000004,8.395,1,1,39910,61132.25,0,5,6
153633,42.63,3.112,210.9052972,10.148,0,1,41062,108517.42,1,5,51
153700,46.7,2.5610000000000004,211.87714680000005,6.566,0,2,34875,56525.15,0,5,8
153708,75.36,3.6889999999999996,138.263,8.953,0,3,203819,53838.03,1,5,28
153740,40.93,3.0460000000000003,182.66761540000002,8.724,0,3,200898,127779.0,0,5,48
153753,41.4,3.016,211.48646910000002,8.027999999999999,0,3,202307,63878.79,0,2,3
153779,91.61,3.798,129.32593549999999,8.257,0,2,126512,50409.61,0,5,35
153783,56.28,2.87,126.11458059999998,6.697,1,2,93188,88550.66,0,3,36
153789,83.98,3.7689999999999997,130.7195806,7.17,0,1,39690,71028.71,1,5,30
153791,81.12,3.452,220.43570730000002,6.989,0,3,184109,50728.5,1,3,23
153793,56.61,3.7039999999999997,129.0432,6.774,0,2,93188,49535.06,0,5,24
153797,59.61,2.728,212.003944,7.837999999999999,0,3,151315,77214.95,0,3,45
153812,81.83,2.582,210.2924504,8.36,0,3,184109,97433.16,0,5,37
153824,62.74,3.951,214.47710809999998,7.138999999999999,0,3,203742,58900.0,1,5,18
153826,62.11,4.273,130.82619350000002,7.545,0,2,126512,70983.73,1,4,11
153831,69.99,3.0060000000000002,132.3648387,8.185,0,2,123737,53327.08,0,4,22
153846,31.34,3.3510000000000004,132.8823226,7.771,0,3,203819,68351.03,0,3,1
153854,87.73,2.6919999999999997,214.97304440000002,7.346,0,3,207499,87124.01,0,5,32
153864,59.84,3.0860000000000003,126.60348390000001,11.081,0,3,206302,51102.17,0,5,13
153865,50.13,3.159,218.82179280000003,7.441,0,3,202307,50865.48,1,2,50
153897,89.83,3.575,215.0134426,7.852,0,3,202307,68104.38,0,5,28
153913,82.29,2.6689999999999996,210.8803726,8.099,0,3,203750,68213.52,0,2,26
153930,55.21,3.36,219.81188540000002,7.057,0,3,202307,105134.63,1,5,5
153934,45.8,2.818,182.1628441,8.992,0,3,200898,115833.0,0,5,10
153935,79.18,3.6239999999999997,130.8853548,5.765,0,3,219622,80189.75,1,5,35
153943,79.07,3.7489999999999997,225.1797511,6.664,0,3,207499,48954.78,1,5,18
153954,72.62,3.8339999999999996,191.3448865,8.684,0,3,200898,113004.06,1,5,34
153967,36.75,3.095,196.5458309,8.256,0,3,203007,110453.65,1,5,1
153978,41.76,3.625,184.99436790000001,8.549,0,3,200898,49739.47,0,5,12
153992,77.37,3.582,130.8381613,5.765,0,3,219622,81595.37,1,5,34
154010,39.38,3.76,199.0539368,6.195,0,3,196321,84336.84,1,5,41
154014,77.75,2.7710000000000004,204.48121880000002,7.527,0,3,203742,80324.17,0,5,29
154017,65.97,3.7560000000000002,130.82953329999998,5.965,0,3,219622,47605.4,1,5,24
154033,84.23,3.2569999999999997,130.75626670000003,4.377,0,3,205863,77497.07,1,2,26
154036,57.56,2.667,211.03755099999998,8.324,0,3,202307,172794.2,0,5,10
154044,34.32,3.193,182.59830580000002,8.549,0,3,200898,59064.45,0,5,1
154097,71.54,3.721,222.41693619999998,6.565,0,3,203750,63128.33,1,3,38
154106,55.76,2.6889999999999996,215.32299999999998,6.433,0,3,155078,55957.05,0,5,44
154107,66.74,2.7689999999999997,209.2691428,8.464,0,3,39910,50271.17,0,5,15
154117,59.3,3.63,220.4866886,7.057,0,3,203750,128160.86,1,5,9
154118,80.14,3.747,131.136,4.377,0,3,205863,48063.39,1,4,18
154135,81.05,3.227,220.567112,6.622999999999999,0,3,184109,56393.85,1,5,27
154139,58.86,2.886,210.1805602,8.476,0,3,184109,108788.16,0,5,51
154140,60.94,2.716,132.76706670000002,9.342,0,2,120653,65345.53,0,5,37
154162,65.01,3.7960000000000003,136.2136129,4.584,0,3,155083,74499.95,0,5,34
154164,74.74,2.728,189.4882603,9.017000000000001,0,3,203007,48922.24,0,5,26
154178,60.26,3.2880000000000003,205.7148214,10.398,0,1,41062,60215.51,0,5,9
154187,50.44,3.2939999999999996,129.82683329999998,5.143,0,3,205863,71200.66,1,5,46
154214,36.53,2.826,131.9019677,8.512,0,3,152513,54612.88,0,5,13
154221,62.97,3.9619999999999997,208.6386,7.287000000000001,0,3,203742,60850.57,0,2,17
154237,42.58,3.6439999999999997,129.8555333,7.874,0,2,126512,67911.66,1,5,49
154241,52.33,2.886,211.4051222,7.837999999999999,0,3,151315,59889.32,0,5,51
154254,69.92,3.784,135.6283333,4.584,0,2,114533,53521.45,0,4,27
154255,46.33,2.843,211.4659526,7.837999999999999,0,3,151315,69386.52,0,5,49
154258,81.83,2.577,211.1886931,8.099,0,3,202307,58793.43,0,5,35
154294,84.54,3.5039999999999996,129.0894,5.644,0,3,205863,96552.99,0,5,26
154322,32.81,3.445,129.8364,6.617000000000001,1,2,93188,54797.02,1,5,47
154337,82.57,2.577,211.1886931,8.099,0,1,42988,52410.79,0,5,35
154358,51.5,2.764,204.95198200000002,7.484,0,3,203742,96447.13,0,5,40
154370,54.58,2.72,211.21563500000002,8.106,0,3,151315,57384.35,0,5,11
154371,71.73,3.509,198.0795651,6.432,0,3,196321,56685.55,1,2,32
154374,33.41,3.1289999999999996,196.9499007,8.256,0,3,203007,48756.52,1,5,8
154387,62.9,3.065,213.535609,7.742000000000001,0,3,151315,59436.45,0,5,8
154389,73.12,3.784,135.6283333,8.89,0,2,120653,63638.88,0,5,27
154411,80.14,3.747,131.136,4.377,0,3,205863,76181.57,1,2,18
154443,50.52,2.917,205.0627881,7.484,0,3,203742,149218.62,0,5,42
154449,29.81,2.781,191.14301890000002,7.507999999999999,0,3,196321,69650.96,0,5,51
154450,73.68,2.835,211.8442706,7.0920000000000005,0,3,202505,96603.96,0,5,18
154462,30.13,3.391,136.8870657,7.827000000000001,0,3,204184,111589.91,0,5,3
154466,76.48,3.372,130.82953329999998,9.575,0,3,158114,70863.03,1,5,24
154468,52.33,3.034,126.6042857,9.765,0,2,126512,154980.2,0,3,10
154469,71.48,3.738,186.67373759999998,8.625,1,3,200898,161246.98,0,5,36
154488,68.2,3.7060000000000004,130.97766670000001,4.377,0,3,205863,59286.01,1,5,37
154504,81.61,3.966,131.0756667,10.199,0,3,206302,82495.37,1,5,40
154534,40.22,3.424,195.7704,8.513,1,3,203007,82041.42,1,5,47
154547,35.21,2.842,126.87948390000001,7.795,0,3,219622,126194.22,0,5,50
154563,71.57,3.613,197.8788621,7.872000000000001,0,3,203007,64560.13,1,5,28
154576,71.17,3.617,223.77444440000002,5.422000000000001,0,2,34875,71078.48,1,5,40
154614,44.42,2.948,126.2898,8.107000000000001,0,3,219622,62791.17,0,5,18
154630,86.13,3.123,126.08545159999998,9.199,0,2,126512,47514.6,0,4,31
154644,80.57,3.346,222.3900046,5.801,0,2,34875,54444.95,1,5,25
154671,86.13,3.123,126.08545159999998,9.199,0,1,39690,48979.94,0,5,31
154700,38.5,2.9610000000000003,132.9783226,5.287000000000001,0,3,155083,58434.24,0,5,45
154705,81.51,3.3930000000000002,221.4009901,6.891,0,3,203750,62977.68,1,5,24
154708,73.05,3.842,129.78216129999998,11.081,0,1,39690,69247.49,0,5,42
154710,82.51,3.355,218.2579435,6.925,0,3,202505,59119.62,0,5,39
154720,31.34,3.3089999999999997,136.597273,8.021,0,3,204184,111700.57,0,5,51
154731,61.48,3.906,215.44487090000004,7.931,0,3,202307,94918.58,0,5,18
154733,52.33,3.034,126.6042857,9.765,0,2,126512,48463.01,0,5,10
154750,66.23,3.4730000000000003,129.5183333,10.640999999999998,0,3,158114,49413.88,0,5,38
154779,64.3,3.6889999999999996,191.0155329,8.567,0,3,200898,83188.13,1,5,23
154834,52.24,3.9810000000000003,138.16469519999998,7.725,0,3,204184,71586.66,0,2,15
154849,22.47,2.812,126.73133329999999,6.885,0,2,93188,78659.81,0,5,48
154861,78.31,3.807,218.851237,7.574,0,3,207499,66553.5,0,3,16
154868,31.96,2.747,135.4657781,8.283,0,2,119557,47680.34,0,5,7
154886,63.21,2.717,132.7564516,5.3260000000000005,1,2,114533,67366.45,0,5,36
154894,50.79,3.29,219.7188636,7.057,0,1,42988,56376.68,1,5,4
154896,35.52,3.445,136.53351609999999,8.471,0,2,120653,74605.9,1,3,50
154898,56.63,3.734,224.7657327,5.825,0,3,155078,57950.41,1,5,11
154914,77.12,3.2560000000000002,221.92415789999998,6.9079999999999995,0,3,151315,86203.09,1,3,28
154944,85.32,2.623,210.7577954,8.099,0,3,202307,70773.46,0,2,28
154952,30.54,3.109,182.5519538,8.724,0,3,200898,56424.02,0,2,49
154991,68.07,2.8080000000000003,210.1495463,8.2,0,3,202307,67515.61,0,4,15
155007,72.55,2.835,210.33996839999998,7.808,0,3,151315,76733.25,0,5,18
155020,46.81,3.2680000000000002,223.5188055,5.825,0,3,155078,65049.45,1,5,3
155030,73.26,3.819,138.17358059999998,8.953,0,3,203819,53256.14,1,5,31
155035,51.51,3.016,215.1268275,7.551,0,3,207499,77181.78,0,5,3
155038,58.04,3.2680000000000002,218.6755292,7.244,0,3,184109,59714.19,1,2,3
155054,79.78,2.932,136.4554021,7.982,0,3,204184,90937.44,0,5,30
155063,57.6,3.485,194.3796374,8.622,0,2,70713,49428.11,0,4,34
155070,89.26,3.554,217.2069662,6.925,0,3,202505,59989.92,0,5,33
155077,68.07,2.8080000000000003,210.1495463,8.2,0,3,202307,150349.3,0,5,15
155082,86.18,2.637,211.10965430000002,8.2,0,1,42988,51644.7,0,5,24
155124,34.86,3.008,191.667891,8.818,0,3,203007,59936.97,0,5,4
155127,54.4,3.592,129.6938,6.617000000000001,0,2,93188,69282.44,0,5,40
155154,82.46,3.2560000000000002,225.4340074,6.334,0,3,207499,65289.9,1,5,28
155189,58.47,3.61,131.14996770000002,8.839,0,3,158114,70023.85,1,5,42
155196,61.24,3.13,126.5461613,9.003,0,1,39690,100712.42,0,5,45
155222,90.84,2.949,126.11190320000001,11.081,0,3,206302,61518.52,0,5,23
155245,52.56,3.892,208.47794050000002,7.287000000000001,0,3,203742,79699.46,0,5,16
155251,80.5,3.452,223.35531310000002,5.9639999999999995,0,3,202505,71052.2,1,5,23
155256,42.86,3.739,190.0069881,8.424,0,2,118221,50250.44,1,5,8
155257,45.96,2.989,211.3333753,8.395,0,3,184109,120192.5,0,5,5
155262,58.53,2.875,126.14546670000001,6.697,0,2,93188,74582.94,0,5,37
155306,81.99,3.512,130.73787099999998,5.765,0,3,219622,118880.78,1,5,31
155311,39.93,3.617,213.02362250000002,6.961,0,3,203742,86212.64,1,5,5
155326,42.78,2.917,205.16083700000001,7.484,0,3,203742,50538.24,0,5,44
155327,30.83,3.255,136.52557140000002,8.021,0,3,204184,106071.14,0,5,49
155328,30.59,3.141,182.54459,8.724,0,3,200898,73281.45,0,2,51
155334,68.36,3.907,215.38347779999998,7.931,0,3,203750,76224.29,0,2,20
155342,49.45,3.112,220.94772450000002,6.551,0,3,202505,48837.78,1,3,51
155356,60.68,3.76,129.8364,7.874,1,2,126512,58993.04,1,5,47
155375,19.66,2.8289999999999997,191.25570019999998,6.986000000000001,1,2,57197,56734.52,0,5,52
155377,70.65,3.872,129.089,5.946000000000001,0,3,205863,144035.29,0,5,19
155379,35.4,3.5860000000000003,136.475129,4.42,0,3,155083,63945.16,0,5,44
155387,82.45,2.793,182.2569603,8.743,0,3,200898,99988.15,0,5,27
155403,84.9,2.637,203.370619,9.593,0,1,41062,59248.16,0,2,24
155412,49.96,2.8280000000000003,126.4962581,9.765,1,2,126512,47864.29,0,2,6
155419,33.02,2.983,211.1176713,8.027999999999999,0,3,202307,77567.1,0,3,2
155433,58.7,4.055,138.0882667,8.982999999999999,0,3,203819,59950.01,1,2,19
155442,45.01,3.582,184.613419,8.549,0,3,200898,108039.73,0,5,10
155444,51.41,2.7710000000000004,211.88967369999997,7.837999999999999,0,3,151315,157621.22,0,5,46
155470,45.68,4.044,214.3127027,7.138999999999999,0,3,203742,78957.65,1,5,15
155486,87.7,2.6189999999999998,214.8897938,7.346,0,3,207499,80244.93,0,5,34
155492,60.45,3.2880000000000003,215.3584231,6.858,0,3,202505,48012.81,0,5,9
155493,38.07,2.9189999999999996,135.5732602,8.237,0,3,204184,56202.44,0,5,9
155506,49.3,3.53,211.18472069999999,7.082000000000001,0,3,203742,75676.02,1,5,46
155507,42.49,3.487,128.7199355,7.193,0,3,219622,71937.94,0,3,13
155531,81.85,3.57,129.0663,5.946000000000001,0,3,205863,70321.61,0,5,25
155539,60.35,4.151,138.8256,8.693,0,3,203819,59592.41,1,5,40
155543,69.52,3.8819999999999997,135.8738387,7.767,0,3,152513,55651.36,0,5,29
155556,68.08,3.594,223.0598077,6.17,0,3,202307,60502.97,1,5,42
155557,51.18,3.1719999999999997,220.29376859999996,6.551,0,3,202505,103927.65,1,3,48
155577,66.14,2.759,190.6738241,9.137,0,3,203007,80122.48,0,5,39
155579,86.64,3.638,207.4330369,10.640999999999998,0,1,41062,79637.89,0,5,32
155580,18.14,2.7710000000000004,131.5866129,8.488,1,3,152513,71033.5,0,5,6
155593,38.16,3.112,222.87438619999998,6.122999999999999,0,3,155078,50734.86,1,4,51
155598,59.67,3.784,136.24409680000002,7.767,0,3,152513,73806.8,0,5,35
155608,51.07,3.0210000000000004,132.0226667,8.211,0,3,203819,50000.47,0,5,16
155609,84.41,3.4939999999999998,220.6404663,6.622999999999999,0,1,39910,60962.83,1,5,32
155612,53.91,3.0210000000000004,135.87216669999998,8.058,0,3,204184,84170.45,0,5,16
155617,68.91,2.78,211.8942725,7.0920000000000005,0,3,202505,86865.94,0,5,17
155627,52.86,3.903,197.6063534,6.547000000000001,0,3,196321,48722.74,1,2,18
155646,33.15,3.0380000000000003,196.8262786,6.5889999999999995,0,3,196321,71020.8,1,5,4
155665,54.11,3.2680000000000002,219.98568930000002,7.348,0,3,151315,61140.38,1,2,3
155671,41.44,3.158,218.605037,7.441,0,3,203750,72455.73,1,5,49
155697,40.31,3.29,130.31445159999998,4.607,0,3,205863,66880.28,1,5,4
155725,93.34,3.6839999999999997,215.1978515,7.852,0,3,202307,70565.93,0,5,31
155735,83.75,2.623,212.62121630000001,6.973,0,3,202505,100963.29,0,5,28
155752,77.36,2.923,136.49282140000003,7.982,0,3,204184,59867.39,0,3,32
155775,71.82,3.6289999999999996,138.1629,4.377,0,2,114533,63056.69,1,5,25
155787,59.17,3.5239999999999996,214.8371664,7.682,0,3,151315,112905.09,0,5,13
155789,74.25,2.7960000000000003,132.5667742,5.3260000000000005,0,3,155083,83565.7,0,5,28
155798,82.69,2.94,136.3962643,7.982,0,3,204184,90650.8,0,2,27
155824,38.61,3.7960000000000003,137.0632581,8.658999999999999,0,3,203819,127357.19,1,5,5
155848,53.95,3.29,221.6769199,6.132000000000001,0,3,202505,51859.17,1,5,4
155850,42.75,3.5469999999999997,128.8238065,7.193,0,3,219622,75497.4,0,4,14
155864,50.19,3.452,188.5024346,8.523,0,3,200898,109612.67,1,5,48
155873,77.83,3.915,139.70063249999998,7.85,0,3,204184,62793.61,0,5,28
155879,28.24,3.445,136.53351609999999,7.598,0,3,152513,61305.5,1,3,50
155886,48.0,3.7569999999999997,136.4884516,8.454,0,3,203819,49241.62,0,5,43
155888,34.41,3.263,130.244,4.607,0,3,205863,82755.45,1,5,2
155894,83.4,3.648,214.69649080000002,7.931,0,3,202307,154372.76,0,5,23
155905,62.01,3.6889999999999996,214.55271319999997,7.138999999999999,0,3,203742,90520.8,1,5,23
155917,80.42,3.537,130.7195806,5.765,0,3,219622,160703.97,1,5,30
155928,69.57,3.807,214.82557799999998,7.28,0,3,203742,50625.96,1,5,33
155945,85.79,3.648,218.4037974,7.574,0,3,207499,50283.25,0,5,23
155946,48.74,3.01,210.9682412,8.395,0,1,39910,48916.87,0,5,4
155962,75.76,3.61,130.8381613,4.377,0,3,205863,74220.74,1,3,34
155980,39.94,3.611,192.4225954,6.934,0,3,196321,56689.97,0,5,15
155994,57.62,3.8819999999999997,130.6457931,7.545,0,2,126512,151694.94,1,3,9
155998,91.52,3.6839999999999997,219.1349201,6.404,0,2,125833,86246.24,0,5,31
156000,70.65,3.872,129.089,5.946000000000001,0,3,205863,64494.33,0,5,19
156006,75.93,2.847,182.2389876,8.899,0,3,200898,66809.14,0,5,22
156032,73.26,4.025,138.8606382,7.725,0,3,204184,57509.07,0,3,23
156043,27.8,3.4130000000000003,136.5883871,4.42,0,2,114533,174335.41,1,5,51
156067,82.1,2.582,210.2924504,8.36,0,1,39910,57207.42,0,5,37
156068,79.49,3.5610000000000004,221.3828029,6.891,0,3,203750,62492.06,1,5,21
156098,37.08,3.2,132.7566667,8.275,0,3,203819,86552.45,0,3,48
156112,76.67,3.0580000000000003,126.16022579999999,9.524,0,2,126512,96923.06,0,5,21
156121,54.51,3.66,130.27922579999998,7.545,0,2,126512,109167.41,1,5,3
156130,76.22,2.716,210.67369440000002,8.476,0,1,39910,55665.64,0,5,43
156139,75.56,3.595,129.1846452,6.877000000000001,0,3,219622,96338.28,0,5,31
156148,87.0,3.5239999999999996,216.72573880000002,6.925,0,3,202505,68189.81,0,5,26
156153,26.15,3.1010000000000004,191.9647167,6.614,0,2,57197,62852.68,0,5,8
156161,82.1,3.786,214.2408462,8.3,0,3,184109,97829.06,0,5,21
156174,59.15,3.125,126.87948390000001,9.003,0,2,126512,98617.12,0,5,50
156203,42.27,2.989,212.56688119999998,7.742000000000001,0,3,151315,77342.47,0,3,5
156231,31.53,3.1189999999999998,130.07103229999998,6.392,1,3,219622,77812.61,1,5,52
156253,49.96,2.8310000000000004,126.49129029999999,7.795,0,3,219622,93743.02,0,5,44
156266,48.61,2.625,211.0067542,8.324,0,3,203750,57112.57,0,5,9
156273,54.69,3.4589999999999996,213.7646401,8.027999999999999,0,3,203750,104281.02,0,5,10
156299,67.87,3.845,220.9991248,7.057,0,1,42988,50728.58,1,5,13
156313,47.55,2.8310000000000004,131.86312900000001,9.202,0,2,120653,71311.57,0,3,12
156315,42.83,3.01,211.8552668,8.027999999999999,0,3,202307,128399.82,0,5,4
156317,24.5,2.98,127.19177420000001,10.398,0,3,158114,48050.61,0,1,1
156322,58.81,4.046,141.90152619999998,7.671,0,2,119557,58329.81,1,5,16
156333,50.93,3.4610000000000003,128.3995,6.51,0,3,205863,83458.08,0,5,10
156335,81.81,2.668,212.98359920000001,7.0920000000000005,0,3,202505,89338.61,0,5,23
156340,75.93,3.917,128.9553,8.494,0,2,126512,101418.72,0,5,16
156341,42.75,3.6889999999999996,136.4788,7.8660000000000005,1,3,203819,296517.41,1,3,47
156346,34.61,3.022,212.59286239999997,8.027999999999999,1,2,140167,57291.91,0,3,6
156354,76.12,3.556,198.0967341,7.872000000000001,0,3,203007,48753.24,1,2,35
156387,41.26,3.895,134.17777420000002,7.6579999999999995,0,3,203819,123223.36,0,5,14
156388,91.22,3.533,217.3343423,6.925,0,3,202505,50321.16,0,5,35
156415,64.3,3.6889999999999996,191.0155329,8.567,0,3,200898,95743.42,1,5,23
156454,50.38,3.6189999999999998,130.6457931,4.607,0,3,205863,68017.8,1,3,9
156474,50.75,3.991,142.0177929,7.671,0,2,119557,59029.96,1,5,18
156491,68.69,3.8810000000000002,131.108,4.377,0,3,205863,90747.71,1,5,15
156495,34.23,3.23,128.26475,7.47,0,3,219622,63899.76,0,5,9
156501,82.82,2.9410000000000003,126.1360645,9.524,0,2,126512,50037.45,0,2,22
156502,46.57,2.884,126.87948390000001,7.127000000000001,0,3,205863,49632.02,0,2,50
156510,54.81,3.555,220.27594399999998,7.057,0,3,203750,67774.94,1,5,8
156513,64.9,3.488,213.1096787,8.395,0,1,39910,47499.39,0,5,11
156524,84.57,3.9810000000000003,129.0357097,8.494,0,2,126512,64883.08,0,4,23
156530,62.03,2.7319999999999998,126.3266774,7.127000000000001,0,3,205863,62147.62,0,3,41
156534,47.87,2.946,126.4962581,11.081,1,3,206302,92696.47,0,5,6
156556,60.69,3.36,218.8619099,7.244,0,3,184109,56213.77,1,3,5
156558,58.54,3.332,219.4000812,6.551,0,3,202505,48492.01,0,5,44
156581,75.56,3.2739999999999996,220.74861669999999,7.197,0,3,207499,75866.36,0,5,41
156599,90.22,3.417,221.58697990000002,6.565,0,3,202307,159757.29,1,5,31
156606,67.75,4.111000000000001,131.11733329999998,7.382000000000001,0,2,126512,71468.69,1,4,16
156611,82.08,3.475,142.22342980000002,8.839,0,2,103681,81484.68,1,3,27
156613,64.52,2.735,211.74843330000002,7.837999999999999,1,3,151315,70158.86,0,4,47
156621,70.33,3.4730000000000003,214.25215730000002,8.027999999999999,0,1,42988,48771.88,0,5,12
156632,63.19,2.633,211.4044906,8.163,0,3,202307,160680.64,0,5,40
156633,60.94,2.716,132.76706670000002,9.342,0,2,120653,51954.62,0,5,37
156635,81.51,3.3930000000000002,221.4009901,6.891,0,3,203750,76170.64,1,5,24
156645,23.44,3.705,136.85641940000002,7.943,0,3,203819,78809.19,1,5,3
156655,75.32,2.582,214.8785562,6.315,0,3,155078,62381.9,0,5,37
156678,65.11,2.795,210.1000648,8.2,0,3,202307,90616.12,0,5,16
156735,79.79,2.64,203.2961774,9.816,0,1,41062,51389.59,0,2,30
156743,61.58,2.81,132.63,8.445,0,3,152513,75081.72,0,5,32
156753,58.74,2.6889999999999996,211.95639390000002,7.837999999999999,0,3,151315,110332.92,0,5,44
156780,85.81,2.637,211.10965430000002,8.2,0,3,202307,95129.36,0,5,24
156786,48.72,3.1719999999999997,218.35903190000002,7.441,0,3,203750,122081.26,1,5,48
156788,68.74,3.738,209.0225562,7.274,1,3,203742,89091.24,0,5,36
156791,52.12,3.802,129.0756774,7.193,0,3,219622,54894.54,0,3,20
156805,30.83,3.255,136.52557140000002,8.021,0,3,204184,56522.32,0,3,49
156808,74.49,3.807,207.2581929,10.581,0,1,41062,74243.51,0,5,16
156815,91.44,3.533,219.1501106,7.567,0,3,207499,62254.39,0,5,35
156860,67.04,3.7960000000000003,136.2136129,4.584,0,2,114533,71871.95,0,5,34
156862,72.93,3.8339999999999996,142.31059330000002,8.839,0,2,103681,53396.39,1,5,34
156873,74.74,2.728,189.4882603,9.017000000000001,0,3,203007,53035.06,0,2,26
156878,52.77,3.236,126.87948390000001,11.081,0,2,112238,54041.84,0,3,50
156886,78.27,3.523,214.728027,7.28,0,3,203742,101418.63,1,5,28
156890,76.87,3.886,139.5442083,7.85,0,3,204184,69253.37,0,3,27
156915,52.06,3.781,131.14996770000002,5.621,0,3,219622,74957.33,1,5,42
156946,66.1,4.203,142.6798167,8.238999999999999,0,3,204184,52493.29,1,3,38
156947,77.79,2.7910000000000004,126.1498065,7.9510000000000005,0,3,219622,145909.36,0,5,28
156956,58.58,3.159,217.87813390000002,7.716,0,3,184109,54229.95,1,2,50
156961,50.56,3.159,218.82179280000003,7.441,0,3,203750,65735.05,1,3,50
156983,51.62,2.83,132.4357419,8.512,0,3,152513,96470.2,0,5,23
156985,59.84,3.0860000000000003,126.60348390000001,11.081,0,2,112238,69967.79,0,5,13
156996,43.76,2.5980000000000003,126.4420645,8.623,0,3,205863,165765.5,0,5,5
157007,85.32,2.623,210.7577954,8.099,0,3,202307,154270.42,0,5,28
157014,51.17,3.0410000000000004,126.73133329999999,9.003,0,2,126512,48547.21,0,2,48
157027,80.49,3.62,220.8526787,6.622999999999999,0,3,184109,65943.73,1,5,34
157031,56.47,3.8089999999999997,131.14533329999998,5.965,0,3,219622,71924.72,1,3,19
157039,56.94,2.718,126.43641940000002,7.127000000000001,0,3,205863,47857.23,0,5,43
157044,69.48,3.7430000000000003,214.9420631,7.931,0,3,202307,97038.99,0,5,15
157048,26.05,3.3089999999999997,132.7477419,8.067,0,3,203819,69418.38,0,5,51
157063,47.83,3.6710000000000003,130.8966452,6.104,0,3,219622,48963.87,1,5,12
157067,71.25,3.747,208.84243590000003,7.274,0,3,203742,81657.21,0,5,33
157070,45.0,3.261,219.53281980000003,7.057,0,3,203750,90157.83,1,5,2
157074,15.12,3.255,133.260871,7.907,1,3,152513,94235.53,0,5,6
157081,75.11,2.603,214.9846548,7.564,0,3,207499,70013.22,0,5,39
157090,67.87,3.845,220.9991248,7.057,0,3,203750,55339.7,1,5,13
157109,66.55,2.7060000000000004,182.622509,8.743,0,3,200898,179946.34,0,5,37
157112,47.3,2.943,211.06477400000003,8.163,1,3,202307,55375.52,0,5,52
